监管文件编号,主题,文件名,发文字号,匹配源,决策,置信度,A强信号关键词,B销售代理关键词,C泛化关键词,X排除关键词,命中摘录,可用正文长度,全文状态
RFN-949ffc4890a853bb,T1销售行为与消费者保护,中国保监会关于严格规范非保险金融产品销售的通知,保监发〔2014〕90号,nfra,BOUNDARY,低,,,保险公司|保险资金|保险销售|分支机构,,[meta]…中国保监会关于严格规范非保险金融产品销售的通知 保监发〔2014〕90号。各保监局，各保险公司，各保险专业中介机构：。近年来，一些保险公司、保险专业中介机构及其保险销售（经纪）从业人员向客户直接推介销售包…,3530,已提取-可全文
RFN-94a1e55c54595567,T1销售行为与消费者保护,保险经纪人监管规定,保监会令〔2018〕3号,nfra,EXCLUDE,中,,保险兼业代理,保单|保险产品|保险公司|分支机构,保险中介机构|保险公估|保险经纪|保险经纪公司|保险经纪机构|商业银行,[body]…称保险专业中介机构是指保险专业代理机构、保险经纪人和保险公估人。 本规定所称保险中介机构是指保险专业中介机构和保险兼业代理机构。 第一百零五条 经中国保监会批准经营保险经纪业务的外资保险经纪人适用本规定，我国参加的有关国际条约和中国…,28653,已提取-可全文
RFN-94a88c9dbc802546,T4公司治理与股权关联交易,关于实施《保险公司财务负责人任职资格管理规定》有关事项的通知,保监发〔2009〕23号,nfra,BOUNDARY,低,,,保险公司|保险资产管理,,[title]…关于实施《保险公司财务负责人任职资格管理规定》有关事项的通知 保监发〔2009〕23号。各保险公司、保险资产管理公司:。《保险公…,2656,已提取-可全文
RFN-94d21d2115d42c83,T5资金运用与资产负债管理,中国保监会关于试行《保险资产风险五级分类指引》的通知,保监发〔2014〕82号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理|保险资金,商业银行|证券公司|金融资产,[body]…存续时间、按照预定的利率和形式偿付利息和本金等特征的资产，以及主要价值依赖于上述资产价值变动的资产，并包括其他金融资产中具有固定收益属性的资产。 第七条  固定收益类资产主要形式包括：基础设施债权投资计划、不动产债权投资计划、持…,17047,已提取-可全文
RFN-950d630b983fa780,T10数据治理与信息披露,关于开展第二次保险业经济普查的通知（已失效）,国经普办字〔2008〕16号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理|分支机构,保险中介机构,[meta]…关于开展第二次保险业经济普查的通知（已失效） 各保监局，各保险公司、保险资产管理公司、保险中介机构、外国及港澳台地区保险机构在华代表处：。根据《全国经济普查条例》的规定，国务院决定于2008年开展第二次全国经…,5669,已提取-可全文
RFN-9510822956113cd9,T1销售行为与消费者保护,关于单位能否为员工投保个人保险产品的复函,保监厅函[2010]111号,supp,BOUNDARY,低,人寿保险|人身保险|寿险,,,,[meta]…理委员会关于单位能否为员工投保个人保险产品的复函 答复中国人民人寿：依据保监发〔2000〕133号第六条，个人人身保险只能由个人投保，单位不得作为投保人；新《保险法》施行不影响该条效力（条款级引用：保监发〔2000〕133号第六…,560,已提取-可全文
RFN-9518188060f8032f,T3资本与偿付能力监管,关于动态偿付能力测试有关事项的通知,保监发〔2011〕3号,nfra,BOUNDARY,低,人寿保险公司|健康保险,,,财产保险公司,[meta]…行。为做好保险公司的动态偿付能力测试工作，我会研究制定了财产保险公司动态偿付能力测试的必测不利情景，同时调整了人寿保险公司（包括健康保险公司，下同）动态偿付能力测试的必测不利情景。现将有关事项通知如下：。     保监发〔2011〕…,1964,已提取-可全文
RFN-9518bd88f7bb8ae5,T1销售行为与消费者保护,关于加强银行代理人身保险业务管理的通知（已废止）,保监发〔2003〕25号,nfra,INCLUDE,高,人身保险,,,商业银行,[title]…关于加强银行代理人身保险业务管理的通知（已废止） 保监发〔2003〕25号。各保监办，人民银行各分行、营业管理部、分行监管办、省会（首…,3218,已提取-可全文
RFN-955e2d85ba32511d,T1销售行为与消费者保护,保险公估机构管理规定 ,保监会令〔2001〕3号,nfra,EXCLUDE,中,,,保险公司,保险公估|商业银行,[title]…保险公估机构管理规定  保监会令（2001）3号　2001年11月16日。第一章　总则。第一条 为保护投保人、被保险人…,14708,已提取-可全文
RFN-957ee521cd708e26,T5资金运用与资产负债管理,中国银保监会办公厅关于境内保险公司在香港市场发行巨灾债券有关事项的通知,银保监办发[2021]102号,nfra,EXCLUDE,中,,,保险公司,再保险公司|财产保险公司,[meta]…中国银保监会办公厅关于境内保险公司在香港市场发行巨灾债券有关事项的通知 各财产保险公司、再保险公司：各财产保险公司、再保险公司：为落实《<内地与香港关于建立更紧密经贸关系的安排>服务贸易协议》有关…,1815,已提取-可全文
RFN-959a399a557cae65,T4公司治理与股权关联交易,银行保险机构声誉风险管理办法（试行）,银保监发[2021]4号,nfra,EXCLUDE,中,,,保险公司|保险机构|分支机构,信托公司|商业银行|银行业,[body]…第一条 为提高银行保险机构声誉风险管理水平，有效防范化解声誉风险，维护金融稳定和市场信心，根据《中华人民共和国银行业监督管理法》《中华人民共和国商业银行法》《中华人民共和国保险法》《中华人民共和国信托法》等法律法规，制定本办法…,8940,已提取-可全文
RFN-95cbe708c5480faa,T0上位法锚点,最高人民法院关于适用《中华人民共和国保险法》若干问题的解释（三）,N/A,,—,—,,,,,,0,未在五源cleaned收录
RFN-95f1d09ecebd3704,T8机构准入与组织监管,中国保险监督管理委员会派出机构监管职责规定,保监会令〔2004〕7号,nfra,EXCLUDE,中,,保险兼业代理,保险产品|保险公司|保险公司分支机构|保险机构|保险条款|分支机构,保险中介机构|保险公估|保险经纪机构,[body]…、营销服务部。 本规定所称保险中介机构，是指保险经纪机构、保险公估机构、保险代理机构和上述机构的分支机构，以及保险兼业代理机构。 第二章 机构管理 第六条 派出机构负责辖区内下列中资保险公司分支机构的机构管理工作： （一）核准保险公…,6692,已提取-可全文
RFN-96408816bb15f4cd,T5资金运用与资产负债管理,中国银保监会办公厅关于印发组合类保险资产管理产品实施细则等三个文件的通知,银保监办发[2020]85号,nfra,EXCLUDE,中,,,保险公司|保险资产管理|保险资金,商业银行|金融资产,[body]…类产品所投资资产的集中度应当符合《指导意见》相关规定。第六条 保险资产管理机构对组合类产品应当实行净值化管理。金融资产的估值和产品净值的生成应当符合《企业会计准则》《指导意见》等相关规定。货币市场类组合类产品在严格监管的前提下，…,16121,已提取-可全文
RFN-9661dd2d093dfcfe,T5资金运用与资产负债管理,中国银保监会办公厅关于精简保险资产管理公司监管报告事项的通知,银保监发[2021]131号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理,,[title]…中国银保监会办公厅关于精简保险资产管理公司监管报告事项的通知 各保险资产管理公司：为进一步落实国务院“放管服”改革要求，聚焦风险监管，提高监管质效，…,1014,已提取-可全文
RFN-96ac98a56e401cdd,T1销售行为与消费者保护,关于贯彻落实《保险专业代理机构监管规定》、《保险经纪机构监管规定》、《保险公估机构监管规定》有关事宜的通知,保监发〔2009〕130号,nfra,EXCLUDE,中,,,,保险公估|保险经纪机构,[title]…关于贯彻落实《保险专业代理机构监管规定》、《保险经纪机构监管规定》、《保险公估机构监管规定》有关事宜的通知 保监发〔2009〕130号。各保监局，各保险专业中介机构：…,3278,已提取-可全文
RFN-96b765bc4ce98ec5,T1销售行为与消费者保护,关于保险企业手续费及佣金支出税前扣除政策的公告,财政部、税务总局公告2019年第72号,mof,EXCLUDE,—,,,,,,905,已提取-可全文
RFN-970309c80fd69a0f,T5资金运用与资产负债管理,关于加强保险资金风险管理的意见,N/A,nfra,EXCLUDE,中,,,保险产品|保险公司|保险机构|保险资产管理|保险资金,商业银行,[body]…运用、全程监控的资金归集管理制度，切实履行资产的战略配置、投资监控和绩效评估等职责。要按照国家有关规定，与有关商业银行签定托管协议，明确双方职责，委托银行办理托管资产存管、清算交割、资产估值、投资监督等事务，稳步实施保险资产的第…,8661,已提取-可全文
RFN-97512733c733dbc0,T5资金运用与资产负债管理,关于做好保险业国际收支平衡表和国际投资头寸表编制准备工作的通知（已失效）,保监厅发〔2005〕117号,nfra,BOUNDARY,低,,,保险公司|保险资产管理,金融资产,[meta]…业国际收支平衡表和国际投资头寸表编制准备工作的通知（已失效） 保监厅发〔2005〕117号。各保险集团公司、各保险公司、各保险资产管理公司：。根据国家外汇管理局的要求，我会将研究编制保险业国际收支平衡表、国际投资头寸表。为做好报…,3487,已提取-可全文
RFN-97581ae487f77a94,T10数据治理与信息披露,关于印发《保险外币统计币种及折算汇率管理办法》的通知,保监发〔2006〕126号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理,,[meta]…关于印发《保险外币统计币种及折算汇率管理办法》的通知 保监发〔2006〕126号。各保监局、保险公司、保险资产管理公司：。为了加强保险机构外币业务的统计管理，提高外币业务统计信息的质量和可比性，我会制定了《保险…,2160,已提取-可全文
RFN-979909a99a339372,T1销售行为与消费者保护,关于银行类保险兼业代理机构行政许可有关事项的通知,保监中介〔2016〕44号,nfra,BOUNDARY,低,人身保险公司,保险兼业代理|保险销售从业人员,,财产保险公司|银行业,[body]…公告。 十五、拟开展相互代理保险业务的保险公司参照银行类机构管理。一家财产保险公司在一个会计年度内只能代理一家人身保险公司业务。一家人身保险公司在一个会计年度内只能代理一家财产保险公司业务。 保险集团内各保险子公司间开展保险代理业务…,4673,已提取-可全文
